pt_c,soc_c,llt_n,soc_n
10070402,10022891,Treponema test false positive,Investigations
10070403,10022891,Treponema test negative,Investigations
10070404,10022891,Typhus rickettsia test,Investigations
10070405,10022891,Yersinia test,Investigations
10070406,10022891,Yersinia test negative,Investigations
10070409,10022891,Helicobacter test negative,Investigations
10070410,10022891,Legionella test,Investigations
10070411,10022891,Mycoplasma test,Investigations
10070412,10022891,Staphylococcus test,Investigations
10070413,10022891,Staphylococcus test negative,Investigations
10070414,10022891,Streptococcus test,Investigations
10070415,10022891,Streptococcus test negative,Investigations
10073290,10022891,Escherichia test,Investigations
10073291,10022891,Escherichia test negative,Investigations
10073454,10022891,Coxiella test,Investigations
10075208,10022891,Bartonella test negative,Investigations
10075209,10022891,Bartonella test,Investigations
10075547,10022891,Acinetobacter test,Investigations
10075706,10022891,Widal test,Investigations
10075707,10022891,Listeria test,Investigations
10077708,10022891,Pseudomonas test,Investigations
10078107,10022891,Parvimonas test positive,Investigations
10078108,10022891,Parvimonas test negative,Investigations
10078109,10022891,Parvimonas test,Investigations
10078381,10022891,Brevibacterium test negative,Investigations
10078382,10022891,Brevibacterium test positive,Investigations
10078590,10022891,Mycoplasma test negative,Investigations
10079854,10022891,Salmonella test,Investigations
10079858,10022891,Salmonella test negative,Investigations
10080177,10022891,Enterococcus test,Investigations
10080178,10022891,Francisella test,Investigations
10080942,10022891,Morganella test,Investigations
10080943,10022891,Klebsiella test,Investigations
10080944,10022891,Leptospira test,Investigations
10080946,10022891,Haemophilus test,Investigations
10081470,10022891,Helicobacter test false negative,Investigations
10082453,10022891,Neisseria test,Investigations
10084361,10022891,Gardnerella test,Investigations
10084362,10022891,Gardnerella test negative,Investigations
10085801,10022891,Bacterial infection index increased,Investigations
10086167,10022891,Campylobacter test,Investigations
10086416,10022891,Neisseria test negative,Investigations
10087830,10022891,Endotoxin test,Investigations
10088716,10022891,Stenotrophomonas test,Investigations
10088733,10022891,Enterococcus test negative,Investigations
10088863,10022891,Cutibacterium test positive,Investigations
10051793,10022891,Blood beta-D-glucan increased,Investigations
10051794,10022891,Blood beta-D-glucan decreased,Investigations
10051795,10022891,Blood beta-D-glucan abnormal,Investigations
10051796,10022891,Blood beta-D-glucan normal,Investigations
10059423,10022891,Fungal test positive,Investigations
10068725,10022891,Blood beta-D-glucan,Investigations
10070448,10022891,Aspergillus test positive,Investigations
10070449,10022891,Aspergillus test negative,Investigations
10070450,10022891,Aspergillus test,Investigations
10070451,10022891,Candida test positive,Investigations
10070452,10022891,Candida test negative,Investigations
10070453,10022891,Candida test,Investigations
10070454,10022891,Pneumocystis test positive,Investigations
10070455,10022891,Cryptococcus test positive,Investigations
10070456,10022891,Cryptococcus test,Investigations
10070457,10022891,Fungal test,Investigations
10070458,10022891,Fungal test negative,Investigations
10073243,10022891,Exserohilum test positive,Investigations
10073248,10022891,Exserohilum test,Investigations
10073249,10022891,Exserohilum test negative,Investigations
10075549,10022891,Gomori methenamine silver stain,Investigations
10076539,10022891,Pneumocystis test,Investigations
10076540,10022891,Pneumocystis test negative,Investigations
10078583,10022891,Penicillium test positive,Investigations
10078587,10022891,Penicillium test negative,Investigations
10083489,10022891,Blood beta-D-glucan negative,Investigations
10083491,10022891,Blood beta-D-glucan positive,Investigations
10088736,10022891,Sporothrix test,Investigations
10088737,10022891,Sporothrix test positive,Investigations
10002791,10022891,Antimicrobial susceptibility test,Investigations
10002792,10022891,Antimicrobial susceptibility test intermediate,Investigations
10002793,10022891,Antimicrobial susceptibility test resistant,Investigations
10002794,10022891,Antimicrobial susceptibility test sensitive,Investigations
10005344,10022891,Blood bactericidal activity,Investigations
10005485,10022891,Blood culture,Investigations
10005486,10022891,Blood culture negative,Investigations
10005488,10022891,Blood culture positive,Investigations
10011527,10022891,CSF culture,Investigations
10011528,10022891,CSF culture negative,Investigations
10011529,10022891,CSF culture positive,Investigations
10011621,10022891,Culture cervix,Investigations
10011622,10022891,Culture cervix negative,Investigations
10011623,10022891,Culture cervix positive,Investigations
10011629,10022891,Culture stool,Investigations
10011630,10022891,Culture stool negative,Investigations
10011631,10022891,Culture stool positive,Investigations
10011632,10022891,Culture throat,Investigations
10011633,10022891,Culture throat negative,Investigations
10011634,10022891,Culture throat positive,Investigations
10011635,10022891,Culture tissue specimen,Investigations
10011636,10022891,Culture tissue specimen negative,Investigations
10011637,10022891,Culture tissue specimen positive,Investigations
10011638,10022891,Culture urine,Investigations
10011639,10022891,Culture urine negative,Investigations
10011640,10022891,Culture urine positive,Investigations
10011641,10022891,Culture wound,Investigations
10011642,10022891,Culture wound negative,Investigations
10011643,10022891,Culture wound positive,Investigations
10027644,10022891,Minimum inhibitory concentration,Investigations
10050408,10022891,Serology abnormal,Investigations
10050409,10022891,Serology positive,Investigations
10050410,10022891,Serology negative,Investigations
10050411,10022891,Serology normal,Investigations
10050419,10022891,Sputum culture,Investigations
10051612,10022891,Sputum culture positive,Investigations
10053075,10022891,Microbiology test,Investigations
10059646,10022891,Seroconversion test positive,Investigations
10059647,10022891,Seroconversion test negative,Investigations
10059672,10022891,Seroconversion test,Investigations
10059687,10022891,Bile culture,Investigations
10059698,10022891,Bile culture positive,Investigations
10059699,10022891,Bile culture negative,Investigations
10061447,10022891,Culture,Investigations
10061448,10022891,Culture negative,Investigations
10061449,10022891,Culture positive,Investigations
10062163,10022891,Serology test,Investigations
10067935,10022891,Microbiology test normal,Investigations
10067936,10022891,Microbiology test abnormal,Investigations
10069159,10022891,Catheter culture,Investigations
10069160,10022891,Catheter culture positive,Investigations
10069161,10022891,Catheter culture negative,Investigations
10075610,10022891,Microagglutination test,Investigations
10077018,10022891,Multipathogen PCR test,Investigations
10078401,10022891,Skin culture,Investigations
10078402,10022891,Skin culture positive,Investigations
10078403,10022891,Multipathogen PCR test positive,Investigations
10080310,10022891,Septic screen,Investigations
10080997,10022891,Minimum inhibitory concentration increased,Investigations
10082344,10022891,Vaccine-induced seroconversion,Investigations
10082666,10022891,Gastrointestinal pathogen panel,Investigations
10083356,10022891,Nucleic acid test,Investigations
10084201,10022891,Sexually transmitted disease test,Investigations
10084653,10022891,Tracheal aspirate culture,Investigations
10085633,10022891,Nasopharyngeal swab,Investigations
10086346,10022891,Vaccine induced antibody absent,Investigations
10086457,10022891,Respiratory pathogen panel,Investigations
10087002,10022891,Infection-induced seroconversion,Investigations
10087202,10022891,Urine antigen test,Investigations
10088291,10022891,Nucleic acid test positive,Investigations
10044726,10022891,Tuberculin test,Investigations
10044727,10022891,Tuberculin test negative,Investigations
10044728,10022891,Tuberculin test positive,Investigations
10063050,10022891,False positive tuberculosis test,Investigations
10064057,10022891,Tuberculin test false positive,Investigations
10070323,10022891,Mycobacterium test positive,Investigations
10070324,10022891,Mycobacterium leprae test positive,Investigations
10070325,10022891,Mycobacterium tuberculosis complex test positive,Investigations
10070326,10022891,Atypical mycobacterium test positive,Investigations
10070407,10022891,Mycobacterium test,Investigations
10070408,10022891,Mycobacterium test negative,Investigations
10070471,10022891,Mycobacterium tuberculosis complex test negative,Investigations
10070472,10022891,Mycobacterium tuberculosis complex test,Investigations
10072866,10022891,Interferon gamma release assay positive,Investigations
10073542,10022891,Interferon gamma release assay,Investigations
10074840,10022891,Tuberculin test false negative,Investigations
10085740,10022891,Indeterminate tuberculosis test,Investigations
10033901,10022891,Parasite cervical specimen test negative,Investigations
10033902,10022891,Parasite cervical specimen test positive,Investigations
10033904,10022891,Parasite stool test negative,Investigations
10033905,10022891,Parasite stool test positive,Investigations
10033906,10022891,Parasite tissue specimen test negative,Investigations
10033907,10022891,Parasite tissue specimen test positive,Investigations
10033908,10022891,Parasite urine test negative,Investigations
10033909,10022891,Parasite urine test positive,Investigations
10036447,10022891,Potassium hydroxide preparation,Investigations
10036448,10022891,Potassium hydroxide preparation negative,Investigations
10036449,10022891,Potassium hydroxide preparation positive,Investigations
10050921,10022891,Malaria antibody test,Investigations
10050941,10022891,Toxoplasma serology,Investigations
10056278,10022891,Toxoplasma serology positive,Investigations
10056299,10022891,Toxoplasma serology negative,Investigations
10059422,10022891,Parasitic test positive,Investigations
10059992,10022891,Parasitic blood test negative,Investigations
10060124,10022891,Parasite blood test positive,Investigations
10060812,10022891,Parasite stool test,Investigations
10063055,10022891,Trypanosoma serology positive,Investigations
